# This is CartPole simulation from 20.02.2022 at time 23:57:09
# Done with git-revision: 6b4990c03f6aafc7e08ce4bf12419dd292d2132d
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
# invalid_steps
# frozen
# angleD fitted
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,controller_steptime,additionalLatency,invalid_steps,frozen,fitted,angle_raw_sensor,angleD_raw_sensor,angleD_fitted
3.385960340499878,20.000000000000018,1208,0.0,3.0048008085558418,0.0,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,3.360002,0.01668,0.01939558982849121,0.013546228408813477,0.0,0,0,0,1208,0.0,1.1666666666666665
3.4063236713409424,20.000000000000018,1208,0.0,3.0048008085558418,0.0,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,3.380002,0.07636,0.014451980590820312,0.0134735107421875,0.0,1,0,0,1208,0.0,-0.03333333333333155
3.426548957824707,20.000000000000018,1208,0.0,3.0048008085558418,0.0,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,3.400002,0.01636,0.014487981796264648,0.014630556106567383,0.0,1,0,0,1208,0.0,0.5833333333333333
3.446645975112915,20.000000000000018,1208,0.0,3.0048008085558418,0.0,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,3.420002,0.01752,0.01573777198791504,0.014314889907836914,0.0,2,0,0,1208,0.0,0.03333333333333349
3.466945171356201,19.999999999999574,1210,2.0,3.007868770131613,0.1533980787885674,-0.9910722772520427,0.13332569618213158,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.047274538333061,0.00021363648915986665,0,3.440002,0.01698,0.0152740478515625,0.012714385986328125,0.0,1,0,0,1210,2.0,0.43333333333333307
3.4875612258911133,20.000000000000018,1209,-1.0,3.0063347893437276,-0.07669903939428199,-0.9908665922313757,0.13484582455449112,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.038048865618395,0.00021363648915986665,0,3.460002,0.01545,0.013610601425170898,0.015622377395629883,0.0,1,0,0,1209,-1.0,1.1166666666666676
3.5077030658721924,20.000000000000018,1207,-2.0,3.003266827767956,-0.15339807878856399,-0.9904482278651083,0.13788512580719653,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.019611638771401,0.00021363648915986665,0,3.480002,0.01864,0.01671457290649414,0.014545202255249023,0.0,0,0,0,1207,-2.0,0.1166666666666661
3.5278797149658203,20.000000000000018,1210,3.0,3.007868770131613,0.23009711818284598,-0.9910722772520427,0.13332569618213158,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.047274538333061,0.00021363648915986665,0,3.500002,0.01749,0.01564478874206543,0.014170169830322266,0.0,0,0,0,1210,3.0,-2.383333333333336
3.5480527877807617,20.000000000000018,1209,-1.0,3.0063347893437276,-0.07669903939428199,-0.9908665922313757,0.13484582455449112,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.038048865618395,0.00021363648915986665,0,3.520002,0.01698,0.015093326568603516,0.014536619186401367,0.0,0,0,0,1209,-1.0,1.4500000000000002
3.568547248840332,20.000000000000018,1210,1.0,3.007868770131613,0.07669903939428199,-0.9910722772520427,0.13332569618213158,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.047274538333061,0.00021363648915986665,0,3.540002,0.01723,0.015559673309326172,0.013051509857177734,0.0,0,0,0,1210,1.0,0.1833333333333328
