# This is CartPole simulation from 20.02.2022 at time 23:53:15
# Done with git-revision: 6b4990c03f6aafc7e08ce4bf12419dd292d2132d
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
# invalid_steps
# frozen
# angleD fitted
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,controller_steptime,additionalLatency,invalid_steps,frozen,fitted,angle_raw_sensor,angleD_raw_sensor,angleD_fitted
4.092216730117798,19.999999999999574,1208,0.0,3.0048008085558418,0.0,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,4.060002,0.03714,0.015330314636230469,0.012108802795410156,0.0,1,0,0,1208,0.0,0.16666666666666652
4.112330913543701,20.000000000000462,1207,-1.0,3.003266827767956,-0.07669903939428029,-0.9904482278651083,0.13788512580719653,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.019611638771401,0.00021363648915986665,0,4.080002,0.01515,0.013155460357666016,0.01180887222290039,0.0,1,0,0,1207,-1.0,-0.7166666666666661
4.132589817047119,19.999999999999574,1208,1.0,3.0048008085558418,0.0766990393942837,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,4.100002,0.0147,0.01284027099609375,0.011911630630493164,0.0,0,0,0,1208,1.0,-0.7666666666666668
4.1605517864227295,20.000000000000462,1207,-1.0,3.003266827767956,-0.07669903939428029,-0.9904482278651083,0.13788512580719653,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.019611638771401,0.00021363648915986665,0,4.120002,0.01475,0.01309823989868164,0.01559591293334961,0.0,1,0,0,1207,-1.0,0.7833333333333347
4.193565130233765,40.000000000000036,1207,0.0,3.003266827767956,0.0,-0.9904482278651083,0.13788512580719653,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.019611638771401,0.00021363648915986665,0,4.160002,0.02598,0.016884326934814453,0.012146472930908203,0.0,1,0,0,1207,0.0,0.050000000000000266
4.214015483856201,19.999999999999574,1207,0.0,3.003266827767956,0.0,-0.9904482278651083,0.13788512580719653,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.019611638771401,0.00021363648915986665,0,4.180002,0.01512,0.013455390930175781,0.014304637908935547,0.0,1,0,0,1207,0.0,-0.033333333333333395
4.233976125717163,19.999999999999574,1209,2.0,3.0063347893437276,0.1533980787885674,-0.9908665922313757,0.13484582455449112,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.038048865618395,0.00021363648915986665,0,4.200002,0.0174,0.015512228012084961,0.011584997177124023,0.0,0,0,0,1209,2.0,-0.6333333333333347
4.254166603088379,20.000000000000462,1208,-1.0,3.0048008085558418,-0.07669903939428029,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,4.220002,0.0144,0.012651205062866211,0.011951208114624023,0.0,0,0,0,1208,-1.0,1.9166666666666685
4.274663925170898,19.999999999999574,1208,0.0,3.0048008085558418,0.0,-0.9906585756059032,0.13636563562160034,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.028827899097841,0.00021363648915986665,0,4.240002,0.01474,0.012989521026611328,0.01229095458984375,0.0,1,0,0,1208,0.0,0.28333333333333305
4.294947385787964,20.000000000000462,1207,-1.0,3.003266827767956,-0.07669903939428029,-0.9904482278651083,0.13788512580719653,172,-0.014616309012875537,0.0,NA,NA,0.0,NA,NA,NA,0,0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.019611638771401,0.00021363648915986665,0,4.260002,0.0153,0.013365745544433594,0.011603832244873047,0.0,0,0,0,1207,-1.0,0.03333333333333338
