# This is CartPole simulation from 03.03.2023 at time 05:35:54
# Done with git-revision: b35b20c2fdbc88ac53613e37b04d56dfdb4957e5
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.021 s
# Saving: 0.021 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
# invalid_steps
# frozen
# angleD fitted
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,target_equilibrium,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,controller_steptime,additionalLatency,invalid_steps,frozen,fitted,angle_raw_sensor,angleD_raw_sensor,angleD_fitted
6.879714488983154,41.999999999999815,1056,2.0,-3.1386506329090795,0.07004811144556189,-0.9999956722602786,-0.002942016436612564,-39,0.0037089337175792506,0.0,NA,NA,-0.1,1.0,NA,NA,NA,3617,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.851127795460565,0.010755542932837247,1.0,6.804002,0.56849,0.02189350128173828,0.011898279190063477,0.0,0,0,0,1056,2.0,
6.90096378326416,20.999999999999908,1056,0.0,-3.1386506329090795,0.0,-0.9999956722602786,-0.002942016436612564,-16,0.001521613832853026,-0.1041580897488683,NA,NA,-0.1,1.0,NA,NA,NA,3617,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.851127795460565,0.010306638075226936,1.0,6.825002,0.01544,0.012476444244384766,0.016878128051757812,0.0,0,0,0,1056,0.0,
6.922329902648926,21.000000000000796,1063,7.0,-3.1283535605265818,0.4903367801189125,-0.9999123644874589,-0.013238706322716577,39,-0.0037089337175792506,-0.24907369287771802,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.786595999659342,0.009271969445805548,1.0,6.846002,0.02032,0.01754450798034668,0.01650857925415039,0.0,1,0,0,1063,7.0,
6.943505764007568,20.999999999999908,1084,21.0,-3.0974623433790893,1.4710103403567998,-0.9990264158790544,-0.04411598775785003,115,-0.010936599423631123,-0.3441745574310431,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.59427296865148,0.007932289322226746,1.0,6.867002,0.02008,0.017318248748779297,0.018149137496948242,0.0,2,0,0,1084,21.0,
6.9647536277771,20.999999999999908,1102,18.0,-3.070984157252667,1.260866006020114,-0.9975082556089954,-0.07054984048103288,206,-0.01959077809798271,-0.41210374639769637,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.430943694096873,0.006465642966887859,1.0,6.888002,0.02008,0.018701553344726562,0.014017820358276367,0.0,0,0,0,1102,18.0,
6.986236810684204,20.999999999999908,1124,22.0,-3.0386219297648176,1.5410584518023618,-0.9947031976527173,-0.1027888543542498,306,-0.02910086455331412,-0.4528612597776883,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.233223232047663,0.005026687407087511,1.0,6.909002,0.0384,0.014506816864013672,0.01605391502380371,0.0,0,0,0,1124,22.0,
7.007264852523804,20.999999999999908,1146,22.0,-3.006259702276968,1.5410584518023618,-0.9908564642606683,-0.13492022544024682,412,-0.03918155619596542,-0.48003293536434954,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.037597397534405,0.0036988831067445134,1.0,6.930002,0.0196,0.016672372817993164,0.01592707633972168,0.0,0,0,0,1146,22.0,
7.028698682785034,20.999999999999908,1166,20.0,-2.9768394954698323,1.4009622289112378,-0.9864588696484328,-0.16400883662759264,520,-0.04945244956772334,-0.4890901605599034,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.861573381789086,0.0025550548547035525,1.0,6.951002,0.01924,0.016490936279296875,0.014472723007202148,0.0,0,0,0,1166,20.0,
7.049987554550171,20.999999999999908,1184,18.0,-2.95036130934341,1.260866006020114,-0.9817709404007632,-0.19006793676104605,628,-0.05972334293948127,-0.4890901605599034,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.704631855670561,0.0016222091039706339,1.0,6.972002,0.01792,0.015057563781738281,0.019273996353149414,0.0,0,0,0,1184,18.0,
7.071227073669434,20.999999999999908,1197,13.0,-2.9312381749187715,0.9106254487923047,-0.9779569586901377,-0.20880657784068102,739,-0.07027953890489913,-0.5026759983532337,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.59215723810113,0.0008833058077054048,1.0,6.993002,0.01792,0.019793033599853516,0.009368181228637695,0.0,2,0,0,1197,13.0,
7.092660188674927,20.999999999999908,1210,13.0,-2.9121150404941334,0.9106254487923047,-0.9737853546217645,-0.2274688618782013,848,-0.08064553314121037,-0.49361877315768016,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.480414009072149,0.0003745953873879864,1.0,7.014002,0.03379,0.010003328323364258,0.01532602310180664,0.0,0,0,0,1210,13.0,
7.113816499710083,21.000000000000796,1221,11.0,-2.8959339267502084,0.7705292259011484,-0.969977336141446,-0.24319532761125234,961,-0.09139193083573487,-0.5117332235487663,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.386433308102882,7.409885473677233e-05,1.0,7.035002,0.01888,0.016280412673950195,0.016841888427734375,0.0,0,0,0,1221,11.0,
7.135212421417236,20.999999999999908,1229,8.0,-2.884165844027354,0.5603848915644951,-0.9670482952407289,-0.2545929980812514,1075,-0.10223342939481268,-0.516261836146565,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.31841261585402,4.988206861613323e-06,1.0,7.056002,0.02024,0.017737150192260742,0.013987064361572266,0.0,0,0,0,1229,8.0,
7.156712293624878,20.999999999999908,1238,9.0,-2.870926750964143,0.630433003010057,-0.963593065534306,-0.2673731550739504,1190,-0.1131700288184438,-0.5207904487443414,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.242220409401531,0.00017344965907864016,1.0,7.077002,0.01751,0.014932394027709961,0.016455411911010742,0.0,2,0,0,1238,9.0,
7.1775431632995605,20.999999999999908,1240,2.0,-2.8679847302834296,0.14009622289112378,-0.9628022791373846,-0.27020690458953445,1308,-0.12439193083573487,-0.534376286537672,NA,NA,-0.1,1.0,NA,NA,NA,3930,-1.0,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.225336413138917,0.0005949662898952732,1.0,7.098002,0.02019,0.01764392852783203,0.012679576873779297,0.0,0,0,0,1240,2.0,
7.1989874839782715,20.999999999999908,1239,-1.0,-2.869455740623786,-0.07004811144556189,-0.963198714454743,-0.26879032064553676,1425,-0.1355187319884726,-0.529847673939895,NA,NA,-0.1,1.0,NA,NA,NA,3793,-0.9620216488838196,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.2337762473988,0.0012615803220689472,0.925485652921143,7.119002,0.01594,0.01353907585144043,0.017519474029541016,0.0,0,0,0,1239,-1.0,
7.220268487930298,20.999999999999908,1237,-2.0,-2.8723977613044998,-0.14009622289112378,-0.9639853315227485,-0.26595541094133957,1541,-0.14655043227665707,-0.5253190613421191,NA,NA,-0.1,1.0,NA,NA,NA,3786,-0.9603461027145386,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.250668899147103,0.0021669427451436354,0.9222646369990031,7.140002,0.02091,0.018515586853027344,0.014490842819213867,0.0,0,0,0,1237,-2.0,
