# This is CartPole simulation from 19.02.2022 at time 08:41:54
# Done with git-revision: 4096a3a4fd3a693e1960c42779e794d9629bfee5
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
# invalid_steps
# frozen
# angleD fitted
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,additionalLatency,invalid_steps,frozen,fitted,angle_raw_sensor,angleD_raw_sensor,angleD_fitted
21392.39288210869,39.99999999996362,2198,6.0,-1.7597435186169599,0.23009711818305545,-0.18782492841192255,-0.9822025230404655,777,-0.06730300429184549,0.0,NA,NA,0.0,NA,NA,NA,1402,-0.24614115,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.0966972513143984,0.004529694386708172,0.06058546601561887,3908.030818,0.02492,0.022907495498657227,0.0,0,0,0,2198,6.0,6.299999999999969
21392.412840604782,19.99999999998181,2186,-12.0,-1.7781512880715873,-0.9203884727322218,-0.20587224400425702,-0.978578877326019,777,-0.06730300429184549,0.0,NA,NA,0.0,NA,NA,NA,-1500,0.34837472,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.161822003270645,0.004529694386708172,0.12136494859250035,3908.050818,0.02492,0.017945289611816406,0.0,0,0,0,2186,-12.0,-6.666666666666671
21392.433259010315,19.99999999998181,2163,-23.0,-1.8134328461929572,-1.7640779060700917,-0.24026274871006903,-0.9707078919954665,770,-0.06670815450643777,0.029742489270413026,NA,NA,0.0,NA,NA,NA,-2182,0.5066171,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.2885386876514895,0.004449977877654774,0.2566609152432342,3908.070818,0.03413,0.012060165405273438,0.0,0,0,0,2163,-23.0,-24.650000000000006
21392.453365325928,19.99999999998181,2130,-33.0,-1.8640542121931833,-2.53106830001361,-0.28907255079142347,-0.9573071922736922,746,-0.064668669527897,0.10197424892713126,NA,NA,0.0,NA,NA,NA,-2475,0.48209587,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.4746981059951496,0.004182036818508354,0.23241642535972407,3908.090818,0.01595,0.013990402221679688,0.0,1,0,0,2130,-33.0,-39.333333333333385
21392.47385787964,19.99999999998181,2084,-46.0,-1.9346173284359227,-3.5281558121401835,-0.3558477162642103,-0.9345439544663194,707,-0.06135450643776824,0.16570815450658874,NA,NA,0.0,NA,NA,NA,-1267,0.2017359,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.742744207484547,0.0037643754602221446,0.040697372885764915,3908.110818,0.01581,0.013858318328857422,0.0,1,0,0,2084,-46.0,-49.91666666666664
21392.494072914124,19.99999999998181,2028,-56.0,-2.0205202525575188,-4.295146206083702,-0.4347169272914263,-0.9005671508145857,667,-0.05795536480686696,0.16995708154521877,NA,NA,0.0,NA,NA,NA,813,-0.28142467,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.082502090995099,0.0033588243098970332,0.07919984567907878,3908.130818,0.01503,0.012882709503173828,0.0,2,0,0,2028,-56.0,-61.01666666666665
21392.51435637474,19.99999999998181,1964,-64.0,-2.1186950229822,-4.908738521238516,-0.5208946632638813,-0.8536209637674134,644,-0.05600085836909872,0.09772532188850089,NA,NA,0.0,NA,NA,NA,2638,-0.70504534,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.488868600409544,0.003136096138075854,0.49708893490391404,3908.150818,0.0153,0.013243675231933594,0.0,2,0,0,1964,-64.0,-69.86666666666672
21392.53438973427,19.99999999998181,1894,-70.0,-2.2260736781341945,-5.368932757604627,-0.60937917280217,-0.7928789464697262,652,-0.056680686695278974,-0.03399141630904375,NA,NA,0.0,NA,NA,NA,2588,-0.6935344,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.955404020481901,0.0032127002442483748,0.48098992824839115,3908.170818,0.01564,0.013529300689697266,0.0,1,0,0,1894,-70.0,-75.78333333333333
21392.55496430397,19.99999999998181,1818,-76.0,-2.342656218013503,-5.829126993970737,-0.6974692695741619,-0.7166146928438497,683,-0.05931502145922747,-0.13171673819754465,NA,NA,0.0,NA,NA,NA,3145,-0.65064037,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.48803815579733,0.0035182717707086153,0.4233328890718582,3908.190818,0.01484,0.012947559356689453,0.0,1,0,0,1818,-76.0,-78.53333333333337
21392.57498216629,19.99999999998181,1737,-81.0,-2.4669086618322402,-6.212622190942497,-0.7809043848507594,-0.6246505756988119,732,-0.06347896995708155,-0.20819742489289325,NA,NA,0.0,NA,NA,NA,3126,-0.6463822,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.085638345822934,0.004029579626812062,0.41780996481590194,3908.210818,0.01662,0.014569997787475586,0.0,1,0,0,1737,-81.0,-81.1833333333334
