# This is CartPole simulation from 12.02.2022 at time 10:08:11
# Done with git-revision: 3b31c7399b8bada4a1c8a63c80884127a6e6ebe4
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
# invalid_steps
# frozen
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,additionalLatency,invalid_steps,frozen
48034.511776685715,39.99999999999204,1720,-76.0,-2.492986335226296,-2.914563496983298,-0.7969264623203876,-0.604076330982693,1411,-0.12058454935622319,0.0,NA,NA,0.0,NA,NA,NA,190,0.03533339,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.214980867625039,0.014540633543443426,0.0012484485392736527,127.739746,0.0275,0.025957822799682617,0.0,1,0
48034.552263498306,40.00000000000625,1615,-105.0,-2.6540543179542886,-4.026699568199179,-0.8834887070427704,-0.46845245706250044,1411,-0.12058454935622319,0.0,NA,NA,0.0,NA,NA,NA,-3020,0.7010789,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.044004322651804,0.014540633543443426,0.4915116124632277,127.779746,0.02495,0.023236751556396484,0.0,0,0
48034.57257151604,19.99999999999602,1555,-60.0,-2.746093165227427,-4.601942363657839,-0.9228042420204875,-0.38526916682884654,1394,-0.11913991416309014,0.07223175965666692,NA,NA,0.0,NA,NA,NA,-3524,0.8182091,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.541027672108789,0.014194319146788486,0.6694661504533919,127.799746,0.01427,0.012510538101196289,0.0,1,0
48034.59270644188,19.99999999999602,1483,-72.0,-2.856539781955193,-5.522330836389407,-0.9596467860620543,-0.2812081897825342,1353,-0.11565579399141632,0.17420600858372573,NA,NA,0.0,NA,NA,NA,-4176,0.8770338,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.159819525892622,0.013376262683784931,0.7691883384189993,127.819746,0.015,0.013181447982788086,0.0,1,0
48034.613058805466,20.000000000010232,1399,-84.0,-2.985394168137587,-6.442719309116397,-0.9878257989417409,-0.15556410558066122,1286,-0.10996223175965666,0.28467811158783696,NA,NA,0.0,NA,NA,NA,-4221,0.8874076,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.912578339149913,0.012091692413564444,0.7874922500990102,127.839746,0.01541,0.013712644577026367,0.0,1,0
48034.63319849968,19.99999999999602,1310,-89.0,-3.121918458259409,-6.8262145060924615,-0.9998064692617309,-0.019672926126825932,1202,-0.10282403433476396,0.3569098712447062,NA,NA,0.0,NA,NA,NA,-4352,0.9178777,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.746374860020806,0.010572782036876718,0.8424994246163351,127.859746,0.01468,0.01286768913269043,0.0,1,0
48034.65366744995,19.99999999999602,1216,-94.0,3.017072654858927,-7.2097097030639485,-0.9922573969555113,0.12419846290140958,1105,-0.09458111587982833,0.4121459227468636,NA,NA,0.0,NA,NA,NA,-4500,0.95220053,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.102727404697493,0.008945587481073514,0.9066858530640189,127.879746,0.01547,0.013758420944213867,0.0,2,0
48034.67397594452,19.99999999999602,1120,-96.0,2.8698104992219053,-7.363107781852542,-0.9632940095190405,0.26844860071293103,1000,-0.08565836909871245,0.44613733905588254,NA,NA,0.0,NA,NA,NA,-4504,0.95314616,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.235812301444282,0.007337356196651257,0.9084876016534373,127.899746,0.01593,0.01410055160522461,0.0,1,0
48034.6942589283,20.000000000010232,1024,-96.0,2.722548343584884,-7.363107781847311,-0.9134782158565387,0.4068876370148826,889,-0.07622575107296138,0.4716309012873123,NA,NA,0.0,NA,NA,NA,-4563,0.9668228,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.412269483156795,0.005810365126637073,0.9347463324403726,127.919746,0.01583,0.013988494873046875,0.0,1,0
48034.71438956261,19.99999999999602,931,-93.0,2.5798881303115193,-7.1330106636696495,-0.8463484614053612,0.5326295916270309,778,-0.06679313304721031,0.4716309012876474,NA,NA,0.0,NA,NA,NA,-4593,0.97388875,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.6558227649222665,0.004461322622262338,0.948459306812893,127.939746,0.01642,0.014525890350341797,0.0,1,0
48034.73455500603,19.99999999999602,842,-89.0,2.443363840189697,-6.8262145060924615,-0.765982016729304,0.6428619992248013,663,-0.0570206008583691,0.4886266094421576,NA,NA,0.0,NA,NA,NA,-4561,0.96641946,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.970026855546544,0.0032513489222494433,0.9339665695534336,127.959746,0.01601,0.014169454574584961,0.0,1,0
48034.75481367111,20.000000000010232,756,-86.0,2.311441492431532,-6.596117387904882,-0.6747642058005646,0.7380333776803955,548,-0.0472480686695279,0.48862660944181,NA,NA,0.0,NA,NA,NA,-4463,0.9435596,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.342761772934107,0.002232379993000424,0.8903046942230084,127.979746,0.01581,0.013973236083984375,0.0,2,0
48034.775299072266,19.99999999999602,682,-74.0,2.1979269141279945,-5.675728915178001,-0.5868237713877967,0.8097146789667351,432,-0.037390557939914165,0.4928755364807849,NA,NA,0.0,NA,NA,NA,-3871,0.8061823,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.8308827198482085,0.0013980538230580783,0.6499299409591153,127.999746,0.01581,0.01421976089477539,0.0,0,0
48034.795614242554,19.99999999999602,613,-69.0,2.0920822397638847,-5.292233718206515,-0.4979956666605473,0.8671795177397337,317,-0.02761802575107296,0.4886266094421574,NA,NA,0.0,NA,NA,NA,-1842,0.33506262,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.376808097935473,0.0007627553463869293,0.1122669613477143,128.019746,0.01724,0.015434026718139648,0.0,2,0
48034.81579089165,20.000000000010232,552,-61.0,1.9985094117028606,-4.678641403048812,-0.4147909866374481,0.9099167200377913,213,-0.018780257510729616,0.4418884120169412,NA,NA,0.0,NA,NA,NA,-1272,0.20283459,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.9940398686649137,0.0003526980721693162,0.04114187141546233,128.039746,0.01654,0.014693975448608398,0.0,3,0
48034.83603000641,19.99999999998181,501,-51.0,1.9202763915206926,-3.9116510091119423,-0.34240934812018076,0.9395508705333165,125,-0.011302145922746781,0.3739055793994818,NA,NA,0.0,NA,NA,NA,-891,0.11445404,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.6874614198317324,0.0001277385024590617,0.01309972691549538,128.059746,0.01577,0.013987302780151367,0.0,2,0
48034.85620498657,20.000000000010232,463,-38.0,1.8619851215810383,-2.914563496981227,-0.28709117810103907,0.9579032599676011,53,-0.005183690987124464,0.3059227467809594,NA,NA,0.0,NA,NA,NA,-337,-0.01427911,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.466988592989154,2.68706522499954e-05,0.0002038929925921064,128.079746,0.01621,0.014400720596313477,0.0,1,0
48034.87669348717,20.000000000010232,435,-28.0,1.8190336595202403,-2.147573103038799,-0.2456957055797098,0.9693470071443397,-2,-0.0005098712446351931,0.23369098712434397,NA,NA,0.0,NA,NA,NA,188,-0.1364239,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.3088834544675976,2.5996868610584096e-07,0.018611480688603743,128.099746,0.0165,0.014761924743652344,0.0,1,0
48034.89684224129,19.99999999998181,419,-16.0,1.7944899669140701,-1.227184630309629,-0.22183274020643604,0.9750847324066273,-38,0.002549356223175966,0.15296137339069707,NA,NA,0.0,NA,NA,NA,290,-0.16006091,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.2201942413552604,6.499217152646026e-06,0.025619495668935066,128.119746,0.01888,0.0170900821685791,0.0,1,0
48034.917122125626,20.000000000010232,413,-6.0,1.7852860821867562,-0.4601942363654569,-0.21284890361253442,0.9770851263994054,-57,0.004163948497854077,0.08072961373386425,NA,NA,0.0,NA,NA,NA,-1585,0.27543953,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.1872463952497374,1.7338467092781228e-05,0.07586693502322905,128.139746,0.01591,0.014155149459838867,0.0,2,0
48034.93723034859,20.000000000010232,421,8.0,1.7975579284898417,0.6135923151539425,-0.22482321401857047,0.9743995702166335,-73,0.0055236051502145925,0.06798283261799098,NA,NA,0.0,NA,NA,NA,-3352,0.68571615,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.231214506276691,3.051021385547717e-05,0.470206641375853,128.159746,0.01608,0.014291524887084961,0.0,1,0
48034.957601070404,19.99999999998181,436,15.0,1.8205676403081261,1.1504855909152771,-0.24718237560943956,0.9689689743165536,-96,0.007478111587982833,0.09772532188850093,NA,NA,0.0,NA,NA,NA,-4430,0.9359525,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.3144665329370984,5.592215292232313e-05,0.8760070534433204,128.179746,0.01607,0.014491081237792969,0.0,0,0
48034.9779613018,20.000000000010232,458,22.0,1.8543152176416102,1.6873788666733418,-0.2797357797718653,0.960077024782609,-126,0.010027467811158798,0.127467811158733,NA,NA,0.0,NA,NA,NA,-4563,0.9667481,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.438484926377252,0.00010055011070382582,0.9346019244310497,128.199746,0.01545,0.013702392578125,0.0,0,0
48034.99824094772,19.99999999998181,491,33.0,1.9049365836418364,2.53106830001361,-0.3279570981703225,0.9446926176062251,-160,0.012916738197424893,0.14446351931343612,NA,NA,0.0,NA,NA,NA,-4593,0.9736888,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.6287833876970312,0.00016684212566081528,0.9480698427543963,128.219746,0.01636,0.014731407165527344,0.0,0,0
48035.018484830856,20.000000000010232,527,36.0,1.96015989200572,2.7611654181927414,-0.37959969386287,0.9251508376579548,-220,0.018015450643776826,0.25493562231746625,NA,NA,0.0,NA,NA,NA,-4585,0.97204083,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",3.842226802227876,0.00032455646189835885,0.944863379158253,128.239746,0.01654,0.014764547348022461,0.0,1,0
48035.03865814209,20.000000000010232,572,45.0,2.029189027460574,3.451456772740927,-0.44250730955272277,0.896764897279332,-302,0.024983690987124465,0.3484120171672037,NA,NA,0.0,NA,NA,NA,-4523,0.9576383,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.11760810916639,0.0006241848153401243,0.9170711582663138,128.259746,0.01663,0.014910221099853516,0.0,1,0
48035.059119701385,19.99999999998181,624,52.0,2.108956028430627,3.9883500485062946,-0.5125566820492895,0.8586533920544561,-400,0.03331158798283262,0.41639484978578634,NA,NA,0.0,NA,NA,NA,-4334,0.91373026,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.447695529853883,0.0011096618939379986,0.8349029948195863,128.279746,0.01632,0.01462554931640625,0.0,1,0
48035.07945752144,20.000000000010232,680,56.0,2.194858952552223,4.295146206077598,-0.5843368400579743,0.8115112182533655,-505,0.0422343347639485,0.4461373390555659,NA,NA,0.0,NA,NA,NA,-4184,0.87891555,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",4.817405821598641,0.0017837390329532687,0.7724925410867058,128.299746,0.01693,0.015101432800292969,0.0,1,0
48035.09958457947,20.000000000010232,742,62.0,2.289965761401133,4.755340442443055,-0.6587600207872308,0.7523531318552527,-613,0.05141201716738198,0.45888412017143926,NA,NA,0.0,NA,NA,NA,-4045,0.8465987,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.24394318838947,0.0026431955092191795,0.7167293330843485,128.319746,0.01665,0.014858722686767578,0.0,1,0
48035.11973953247,19.99999999998181,813,71.0,2.3988783973410137,5.445631796998979,-0.7366356505828925,0.676289818266044,-722,0.060674678111587985,0.4631330472107214,NA,NA,0.0,NA,NA,NA,-3895,0.81184417,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.75461756522939,0.003681416563944814,0.6590909565148628,128.339746,0.01613,0.014348745346069336,0.0,1,0
48035.140339136124,20.000000000010232,890,77.0,2.516994918008208,5.905826033356697,-0.811198417699414,0.5847710040023932,-830,0.06985236051502146,0.4588841201714389,NA,NA,0.0,NA,NA,NA,-3454,0.70942056,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.335263417279146,0.004879352269520529,0.5032775334911008,128.359746,0.01655,0.014869928359985352,0.0,1,0
48035.16065001488,20.000000000010232,971,81.0,2.6412473618269448,6.2126221909336685,-0.8774169678887781,0.47972853204793126,-938,0.07903004291845495,0.4588841201714396,NA,NA,0.0,NA,NA,NA,-2691,0.5323594,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.976187626357795,0.006245747683692831,0.2834065533970467,128.379746,0.01658,0.014664649963378906,0.0,2,0
48035.18079996109,19.99999999998181,1057,86.0,2.77316970958511,6.596117387914256,-0.9328964737565729,0.36014465045666283,-1039,0.08761287553648069,0.42914163090167734,NA,NA,0.0,NA,NA,NA,1422,-0.4227318,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.690470238160363,0.007676015959770856,0.1787021637117414,128.399746,0.01629,0.014452457427978516,0.0,1,0
48035.20106673241,20.000000000010232,1146,89.0,2.909693999706932,6.826214506087611,-0.9732317898772457,0.22982576698954532,-1111,0.09373133047210301,0.30592274678095976,NA,NA,0.0,NA,NA,NA,3786,-0.9715261,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.466319171930525,0.008785562312070587,0.9438629364204907,128.419746,0.01584,0.014065027236938477,0.0,1,0
48035.22122311592,20.000000000010232,1253,107.0,3.0738299440106958,8.206797215183983,-0.997704985981117,0.06771086285389671,-1131,0.09543090128755366,0.08497854077248897,NA,NA,0.0,NA,NA,NA,3832,-0.98215014,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.448430524696796,0.00910705692055481,0.9646188924429033,128.439746,0.01617,0.01432180404663086,0.0,1,0
