# This is a recording from physical cartpole from 20.06.2026 at time 18:26:58
# Done with git-revision: ce35d1991f570354fe5ede887b728cda15bcde23
#
# 
# Time intervals dt:
# Controller update: 0.02 s
# Saving: 0.02 s
# 
# Controller: mpc
# MPC Optimizer: rpgd
# Parameters:
# L: 0.395
# m_pole: 0.087
# k: 0.33333334
# m_cart: 0.23
# g: 9.81
# J_fric: 5e-05
# M_fric: 3.22
# v_max: 0.8
# u_max: 1.77
# controlNoiseScale: 0.0
# controlNoiseBias: 0.0
# controlNoiseCorrelation: 0.0
# TrackHalfLength: 0.198
# controlNoise_mode: gaussian
# next_step_mode: Euler
# next_step_neural_model_path: SI_Toolkit_ASF/Experiments/Experiment_3_04_2025_derivative/Models/Dense-6IN-128H1-128H2-3OUT-0
# second_derivatives_mode: ODE
# second_derivatives_neural_model_path: SI_Toolkit_ASF/Experiments/CPP_MPCswingups_before_23_04_2025/Models/Dense-6IN-128H1-128H2-2OUT-5
# seed: None
# PATH_TO_EXPERIMENT_RECORDINGS_DEFAULT: ./Experiment_Recordings/
# cart_length: 0.044
# track_length: 0.44
# latency: 0.0
# noise: noise_mode: OFF;  sigma_angle: 0.0;  sigma_position: 0.0005;  sigma_angleD: 0.075;  sigma_positionD: 0.005; 
# vertical_angle_offset: init_value: 0.0;  change_every_x_seconds: 3.0;  mode: constant;  range_random: [-3.141592; 3.141592];  range_clip: None;  increment: 0.05;  reset_every_x_seconds: inf; 
# inform_controller_about_parameters_change: mode: ON;  change_to_on_after_x_seconds_off: 1.5;  change_to_off_after_x_seconds_on: 4; 
# num_control_inputs: 1
# 
# Units:
# time: s
# deltaTimeMs: ms
# angle: rad
# angleD: rad/s
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# Q: normed motor power
# 
# Data:
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,target_position,target_equilibrium,actualMotorSave,Q,Q_ccrc,measurement,angle_squared,position_squared,Q_squared,latency,latency_violations,pythonLatency,controller_steptime,additionalLatency,invalid_steps,freezme,angle_raw_sensor,angleD_raw_sensor
1834.750492811203,20.0,-1381,-2.0,-0.6676303325825881,-0.15516183243064685,0.7852909940586665,-0.619126848594334,0,0.0,0.0,0.0,1.0,2450,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.44573026098433716,0.0,0.1553691181032457,0.30799,0,0.021750688552856445,0,0.0,0,0,-1381,-2.0
1834.7688608169556,19.999,-1385,-4.0,-0.6738368058798141,-0.3103391818203848,0.7814332996968523,-0.6239887804479256,9,0.0007591054271966123,0.03795716921829153,0.0,1.0,2450,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.45405604095831026,5.762410495993513e-07,0.1553691181032457,0.01847,0,0.016975879669189453,0,0.0,0,0,-1385,-4.0
1834.7826211452484,19.999,-1393,-8.0,-0.6862497524742652,-0.6206783636407696,0.7736277578610065,-0.633640349304676,29,0.0024460063765224175,0.08434926492953675,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4709387227709903,5.982947193988327e-06,0.1553691181032457,0.01688,0,0.0014400482177734375,0,0.0,0,0,-1393,-8.0
1834.7986414432526,20.001,-1397,-4.0,-0.6924562257714912,-0.310308149453821,0.7696802110579067,-0.6384296145275971,62,0.005229392942909996,0.13916237020086888,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.47949562460969847,2.734655055135687e-05,0.1553691181032457,0.01052,0,0.0010037422180175781,0,0.0,0,0,-1397,-4.0
1834.830579996109,20.0,-1396,1.0,-0.6909046074471847,0.07758091621532343,0.7706698832392632,-0.6372345965717652,97,0.008181469604230156,0.14760383306600797,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4773491765917484,6.693644488494194e-05,0.1553691181032457,0.00655,0,0.0010297298431396484,0,0.0,0,0,-1396,1.0
1834.8468089103699,20.002,-1392,4.0,-0.6846981341499587,0.31029263559773396,0.774609994181768,-0.6324392120304696,142,0.011976996740213217,0.189757381061047,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.46881153490843486,0.00014344845091507802,0.1553691181032457,0.01904,0,0.017075777053833008,0,0.0,0,0,-1392,4.0
1834.863285779953,19.997,-1390,2.0,-0.6815948975013466,0.15518511019717643,0.7765688697983284,-0.6300323725493373,195,0.016447284255926602,0.22354790797186497,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4645716042998712,0.00027051315939525107,0.1553691181032457,0.01477,0,0.0012826919555664062,0,0.0,0,0,-1390,2.0
1834.8789100646973,20.001,-1388,2.0,-0.6784916608527336,0.1551540747269105,0.7785202670023373,-0.6276194658123738,253,0.02133929700897144,0.24458840823183015,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4603509338467009,0.0004553655968370974,0.1553691181032457,0.01135,0,0.0017108917236328125,0,0.0,0,0,-1388,2.0
1834.910487651825,20.0,-1387,1.0,-0.6769400425284271,0.07758091621532343,0.779493155324288,-0.6264107444820733,314,0.026484344904415143,0.2572523947721853,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4582478211783887,0.0007014205250160204,0.1553691181032457,0.00715,0,0.0017392635345458984,0,0.0,0,0,-1387,1.0
1834.9267435073853,20.0,-1387,0.0,-0.6769400425284271,0.0,0.779493155324288,-0.6264107444820733,377,0.03179808289479143,0.26568689951881436,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4582478211783887,0.0010111180757840271,0.1553691181032457,0.01839,0,0.016855955123901367,0,0.0,0,0,-1387,0.0
1834.9433157444,20.0,-1387,0.0,-0.6769400425284271,0.0,0.779493155324288,-0.6264107444820733,441,0.03719616593263401,0.26990415189212885,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4582478211783887,0.0013835547600880428,0.1553691181032457,0.01468,0,0.0012362003326416016,0,0.0,0,0,-1387,0.0
1834.9588825702667,20.001,-1387,0.0,-0.6769400425284271,0.0,0.779493155324288,-0.6264107444820733,506,0.04267859401794288,0.2741076988804993,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4582478211783887,0.0018214623873483895,0.1553691181032457,0.01135,0,0.001967191696166992,0,0.0,0,0,-1387,0.0
1834.990660905838,19.999,-1387,0.0,-0.6769400425284271,0.0,0.779493155324288,-0.6264107444820733,567,0.04782364191338658,0.25726525803508704,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4582478211783887,0.0022871007258598256,0.1553691181032457,0.00691,0,0.0015869140625,0,0.0,0,0,-1387,0.0
1835.007384300232,20.0,-1386,1.0,-0.6753884242041206,0.07758091621532343,0.7804641670017026,-0.6252005150560406,632,0.05330606999869544,0.27412140426544335,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.45614952354892513,0.0028415370987058186,0.1553691181032457,0.019,0,0.018108844757080078,0,0.0,0,0,-1386,1.0
1835.0234906673431,20.0,-1384,2.0,-0.6722851875555076,0.15516183243064685,0.7824005510765314,-0.6227755435750026,698,0.058872843131470606,0.2783386566387579,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.451967373406544,0.0034660116583827456,0.1553691181032457,0.01572,0,0.0033898353576660156,0,0.0,0,0,-1384,2.0
1835.0396146774292,20.0,-1383,1.0,-0.6707335692312011,0.07758091621532343,0.7833659188120642,-0.6215608073581622,761,0.06418658112184689,0.26568689951881436,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.44988352089362643,0.004119917196111431,0.1553691181032457,0.01191,0,0.0036776065826416016,0,0.0,0,0,-1383,1.0
1835.0708696842194,20.0,-1381,2.0,-0.6676303325825881,0.15516183243064685,0.7852909940586665,-0.619126848594334,827,0.06975335425462205,0.2783386566387579,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.44573026098433716,0.0048655304297707995,0.1553691181032457,0.00814,0,0.003865957260131836,0,0.0,0,0,-1381,2.0
1835.0878522396088,20.0,-1379,2.0,-0.6645270959339751,0.15516183243064685,0.78720850689805,-0.616686927595634,890,0.07506709224499833,0.26568689951881436,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4415962612304425,0.005635068338119088,0.1553691181032457,0.01948,0,0.01926589012145996,0,0.0,0,0,-1379,2.0
1835.1037430763245,20.0,-1376,3.0,-0.6598722409610556,0.2327427486459703,0.7900705562696472,-0.613015918321678,954,0.08046517528284092,0.26990415189212885,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.43543137439096535,0.006474644433298313,0.1553691181032457,0.01644,0,0.004149436950683594,0,0.0,0,0,-1376,3.0
1835.1197154521942,20.0,-1372,4.0,-0.6536657676638296,0.3103236648612937,0.7938599819385336,-0.6081005912483157,1018,0.08586325832068349,0.26990415189212885,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.4272789358155436,0.0073724991294444224,0.1553691181032457,0.01251,0,0.004411935806274414,0,0.0,0,0,-1372,4.0
1835.1509733200073,20.0,-1365,7.0,-0.6428044393936849,0.543066413507264,0.8004178074666539,-0.5994425189209343,1083,0.09134568640599236,0.27412140426544335,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.41319754730422953,0.008344034424981897,0.1553691181032457,0.0083,0,0.004010438919067383,0,0.0,0,0,-1365,7.0
1835.1677253246307,20.001,-1361,4.0,-0.6365979660964589,0.310308149453821,0.8041227914464237,-0.5944632337465551,1149,0.09691245953876751,0.27832474040173777,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.40525697043814823,0.00939202481385325,0.1553691181032457,0.01956,0,0.01944899559020996,0,0.0,0,0,-1361,4.0
1835.1843469142914,19.999,-1360,1.0,-0.6350463477721524,0.0775847954550962,0.8050442031524976,-0.593214826998247,1216,0.10256357771900897,0.2825700375139481,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.40328386381874953,0.010519287474523192,0.1553691181032457,0.01628,0,0.003955841064453125,0,0.0,0,0,-1360,1.0
1835.2008492946625,20.002,-1357,3.0,-0.6303914927992329,0.2327194766983005,0.807796800465785,-0.5894610497371653,1285,0.10838338599418298,0.2909613176269387,0.0,1.0,3201,0.3941688954030311,0.3941688954030311," Step Response (State:resetting, Forward Speed:-0.31374297258392886, Q:0.3941688954030311)",0.3973934341936453,0.011746958359564061,0.1553691181032457,0.01329,0,0.006139516830444336,0,0.0,0,0,-1357,3.0
