# This is CartPole simulation from 20.01.2022 at time 21:17:04
# Done with git-revision: 2fb72d9172a996492c96960b4dbe857cc4763983
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.005 s
# Saving: 0.005 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,additionalLatency
30.538536310195923,5.000000000002558,139,-9.0,1.3560972874006145,-2.7611654181927414,0.213053387235633,0.9770405591312079,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.8389998528953049,2.8885409567315667e-08,0.0,25.880002,0.0254,0.0010824203491210938,0.0
30.543481826782227,4.999999999999005,132,-7.0,1.3453594218854148,-2.147573103040325,0.22353223315537932,0.9746965377698688,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.8099919740558574,2.8885409567315667e-08,0.0,25.885002,0.0254,0.001314401626586914,0.0
30.548635244369507,4.999999999999005,125,-7.0,1.334621556370216,-2.147573103040325,0.23398530566380377,0.9722401332661681,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20384,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.7812146987280575,2.8885409567315667e-08,0.0,25.890002,0.0254,0.0011055469512939453,0.0
30.55385136604309,5.000000000002558,121,-4.0,1.3284856332186727,-1.227184630307885,0.23994645426554959,0.9707861242752651,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.764874077668418,2.8885409567315667e-08,0.0,25.895002,0.0254,0.0011365413665771484,0.0
30.558835744857788,4.999999999999005,116,-5.0,1.3208157292792446,-1.5339807878859464,0.24738515989985888,0.968917221779715,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.7445541907114628,2.8885409567315667e-08,0.0,25.900002,0.0254,0.0014696121215820312,0.0
30.564180374145508,4.999999999999005,111,-5.0,1.3131458253398165,-1.5339807878859464,0.25480931257321476,0.9669913206569983,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.7243519586073879,2.8885409567315667e-08,0.0,25.905002,0.0254,0.0016300678253173828,0.0
30.568950414657593,4.999999999999005,107,-4.0,1.3070099021882742,-1.227184630308757,0.26073786306019964,0.9654096367691802,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.708274884418202,2.8885409567315667e-08,0.0,25.910002,0.0254,0.0019838809967041016,0.0
30.5738263130188,5.000000000002558,103,-4.0,1.3008739790367319,-1.227184630307885,0.26665659691400995,0.9637916057541895,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.6922731093348595,2.8885409567315667e-08,0.0,25.915002,0.0254,0.0011103153228759766,0.0
30.579066276550293,4.999999999999005,100,-3.0,1.2962720366730744,-0.9203884727315678,0.2710890710743417,0.9625542662853095,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.6803211930605604,2.8885409567315667e-08,0.0,25.920002,0.0254,0.0009109973907470703,0.0
30.58404302597046,4.999999999999005,100,0.0,1.2962720366730744,0.0,0.2710890710743417,0.9625542662853095,-21,-0.0001699570815450644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,0.0,idle:sp:-0.1:Q:0.0,1.6803211930605604,2.8885409567315667e-08,0.0,25.925002,0.0254,0.0011553764343261719,0.0
