# This is CartPole simulation from 18.02.2022 at time 18:56:42
# Done with git-revision: 9a28b07169d9886d4a578b557adc43da96209b0a
#
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Units:
# time: s
# deltaTimeMs: ms
# angle_raw
# angle: rad
# angleD: rad/s
# angle_cos:
# angle_sin:
# position_raw
# position: m
# positionD: m/s
# angleTarget: rad
# angleErr: rad
# target_position: m
# positionErr: m
# angleCmd:
# positionCmd:
# actualMotorSave:
# Q: normed motor power
# stickControl
# stickPos
# measurement
# angle_squared
# position_squared
# Q_squared
# sent
# latency
# pythonLatency
# additionalLatency
# invalid_steps
# frozen
# angleD fitted
#
#
time,deltaTimeMs,angle_raw,angleD_raw,angle,angleD,angle_cos,angle_sin,position_raw,position,positionD,angleTarget,angleErr,target_position,positionErr,angleCmd,positionCmd,actualMotorSave,Q,stickControl,stickPos,measurement,angle_squared,position_squared,Q_squared,sent,latency,pythonLatency,additionalLatency,invalid_steps,frozen,fitted,angle_raw_sensor,angleD_raw_sensor,angleD_fitted
978.2816214561462,39.99999999996362,1686,-48.0,-2.545141682014408,-1.8407769454644436,-0.8273343450963976,-0.5617097839845011,-2141,0.1803244635193133,0.0,NA,NA,0.0,NA,NA,NA,-2016,0.37565506,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.477746181527131,0.03251691214352816,0.14111672038167455,960.360002,0.03309,0.031373023986816406,0.0,0,0,0,1686,-48.0,-23.23333333333332
978.3220160007477,39.99999999996362,1609,-77.0,-2.6632582026816025,-2.952913016682545,-0.8877628080246054,-0.4603012021364571,-2134,0.17972961373390559,-0.014871244635206513,NA,NA,0.0,NA,NA,NA,2664,-0.61849123,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.09294425415084,0.0323027340529389,0.3825314045496988,960.400002,0.02612,0.024192094802856445,0.0,1,0,0,1609,-77.0,-54.86666666666668
978.3424437046051,19.99999999998181,1564,-45.0,-2.732287338136456,-3.4514567727458316,-0.9173975092395297,-0.39797212219087275,-2104,0.17718025751072963,-0.12746781115891356,NA,NA,0.0,NA,NA,NA,4627,-0.99471104,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.4653940981408,0.03139284365156846,0.9894500559835393,960.420002,0.01494,0.012822628021240234,0.0,1,0,0,1564,-45.0,-93.33333333333336
978.3624048233032,20.000000000095497,1524,-40.0,-2.793646569651882,-3.0679615757566334,-0.9400750142619535,-0.3409676928396411,-2045,0.17216652360515022,-0.2506866952777735,NA,NA,0.0,NA,NA,NA,4648,-0.9996115,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.8044611561277275,0.02964131185028275,0.999223144785347,960.440002,0.01589,0.013671636581420898,0.0,2,0,0,1524,-40.0,-80.60000000000002
978.3827104568481,19.99999999998181,1485,-39.0,-2.853471820379422,-2.991262536379721,-0.9587795352138948,-0.2841510212106019,-1962,0.16511330472103006,-0.35266094420632904,NA,NA,0.0,NA,NA,NA,4634,-0.99628085,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.142301429699453,0.027262403395899727,0.9925755300442098,960.460002,0.01825,0.01627039909362793,0.0,1,0,0,1485,-39.0,-59.69999999999996
978.4029655456543,19.99999999998181,1444,-41.0,-2.9163650326827333,-3.144660615168424,-0.9747432981441987,-0.22332823986896438,-1862,0.15661545064377683,-0.42489270386304795,NA,NA,0.0,NA,NA,NA,4620,-0.9930221,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.50518500385456,0.024528399380353297,0.9860928597806975,960.480002,0.0147,0.012614011764526367,0.0,1,0,0,1444,-41.0,-39.46666666666661
978.4233057498932,19.99999999998181,1398,-46.0,-2.9869281489254726,-3.5281558121401835,-0.9880632689726363,-0.15404861734889985,-1752,0.14726781115879828,-0.4673819742493525,NA,NA,0.0,NA,NA,NA,4621,-0.99343175,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.92173976684335,0.02168780820350347,0.9869066358673741,960.500002,0.01536,0.013324737548828125,0.0,1,0,0,1398,-46.0,-26.099999999999923
978.4436554908752,19.99999999998181,1357,-41.0,-3.049821361228784,-3.144660615168424,-0.9957919695188268,-0.09164253074755216,-1638,0.1375802575107296,-0.484377682403874,NA,NA,0.0,NA,NA,NA,4614,-0.9916611,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.301410335407393,0.018928327256718672,0.9833916812785901,960.520002,0.01529,0.013215780258178711,0.0,1,0,0,1357,-41.0,-22.983333333333288
978.4639585018158,19.99999999998181,1309,-48.0,-3.123452439047295,-3.681553890928887,-0.9998354708200159,-0.018139219666711195,-1520,0.12755278969957082,-0.5013733905583956,NA,NA,0.0,NA,NA,NA,4595,-0.98730034,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.755955138990496,0.016269714160142938,0.9747619541784083,960.540002,0.01462,0.012470483779907227,0.0,1,0,0,1309,-48.0,-21.05000000000001
978.4844958782196,20.000000000095497,1264,-45.0,3.090703732677438,-3.4514567727262127,-0.9987054382756619,0.05086695940016378,-1399,0.11727038626609443,-0.5141201716713646,NA,NA,0.0,NA,NA,NA,4580,-0.98376095,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.552449563186247,0.013752343494998988,0.9677856125481554,960.560002,0.01627,0.014149665832519531,0.0,3,0,0,1264,-45.0,-35.21666666666671
978.5045220851898,19.99999999998181,1215,-49.0,3.0155386740710415,-3.7582529303232386,-0.9920657115355019,0.1257204199625434,-1278,0.10698798283261803,-0.5141201716742877,NA,NA,0.0,NA,NA,NA,4578,-0.9834362,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",9.093473494818134,0.01144642847059257,0.9671468122707125,960.580002,0.01581,0.013577461242675781,0.0,1,0,0,1215,-49.0,-51.33333333333333
978.5248522758484,19.99999999998181,1169,-46.0,2.9449755578283017,-3.5281558121401835,-0.9807330479248225,0.19535272894968175,-1154,0.09645064377682404,-0.5268669527901786,NA,NA,0.0,NA,NA,NA,4564,-0.9801839,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.672881036206116,0.009302726684963805,0.9607604766481224,960.600002,0.01503,0.013350963592529297,0.0,0,0,0,1169,-46.0,-62.06666666666668
978.5451691150665,19.99999999998181,1121,-48.0,2.871344480009791,-3.681553890928887,-0.9637046709916426,0.26697061094601754,-1030,0.08591330472103005,-0.5268669527901786,NA,NA,0.0,NA,NA,NA,4550,-0.97695464,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",8.244619122882698,0.007381095928088564,0.9544403665815118,960.620002,0.01457,0.01270437240600586,0.0,1,0,0,1121,-48.0,-50.01666666666667
978.5654392242432,19.99999999998181,1077,-44.0,2.803849325342823,-3.3747577333514798,-0.9435048352706079,0.33135875697042166,-905,0.07529098712446353,-0.5311158798288093,NA,NA,0.0,NA,NA,NA,4548,-0.9764349,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.861571039225403,0.005668732742176132,0.9534250874874353,960.640002,0.01521,0.013393402099609375,0.0,1,0,0,1077,-44.0,-48.050000000000004
978.5856578350067,19.99999999998181,1033,-44.0,2.7363541706758547,-3.3747577333514798,-0.9190084042879849,0.3942379393818555,-779,0.06458369098712446,-0.53536480686744,NA,NA,0.0,NA,NA,NA,4557,-0.97839385,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.487634147375145,0.0041710531415203814,0.9572545310221336,960.660002,0.01537,0.01363682746887207,0.0,1,0,0,1033,-44.0,-43.69999999999998
978.6058068275452,19.99999999998181,998,-35.0,2.682664843099857,-2.6844663788023135,-0.8965279788910254,0.44298711388207795,-653,0.05387639484978541,-0.5353648068674397,NA,NA,0.0,NA,NA,NA,4524,-0.97072095,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",7.196690660403981,0.002902665922009984,0.9422991565345207,960.680002,0.01485,0.012984991073608398,0.0,1,0,0,998,-35.0,-41.98333333333334
978.6260366439819,20.000000000095497,957,-41.0,2.6197716307965457,-3.1446606151505487,-0.8669129112235996,0.49845963161907436,-526,0.043084120171673825,-0.5396137339030027,NA,NA,0.0,NA,NA,NA,4567,-0.98070234,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.863203397526393,0.0018562414109672314,0.961777080863957,960.700002,0.01516,0.013417720794677734,0.0,1,0,0,957,-41.0,-33.61666666666661
978.6463425159454,19.99999999998181,928,-29.0,2.5752861879478623,-2.224272142436203,-0.8438883774606111,0.5365187847474655,-399,0.03229184549356223,-0.5396137339060704,NA,NA,0.0,NA,NA,NA,4481,-0.96087873,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.632098949835033,0.0010427632853800954,0.9232879334209798,960.720002,0.01511,0.013294458389282227,0.0,1,0,0,928,-29.0,-33.30000000000004
978.666873216629,19.99999999998181,898,-30.0,2.529266764311293,-2.3009711818305543,-0.8183133757144666,0.5747723193811565,-273,0.021584549356223177,-0.5353648068674397,NA,NA,0.0,NA,NA,NA,3778,-0.79758906,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.397190365049719,0.0004658927709112344,0.6361483144451654,960.740002,0.01666,0.01490163803100586,0.0,2,0,0,898,-30.0,-26.266666666666673
978.6867921352386,19.99999999998181,872,-26.0,2.4893832638262663,-1.9941750242531473,-0.79474476398483,0.6069437866217077,-150,0.011132188841201717,-0.5226180257515484,NA,NA,0.0,NA,NA,NA,2380,-0.47299403,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.197029034218314,0.00012392562839617604,0.22372335196340387,960.760002,0.01484,0.01284337043762207,0.0,1,0,0,872,-26.0,-22.96666666666666
978.70729637146,19.99999999998181,858,-14.0,2.4679075327958673,-1.0737865515209255,-0.7815279404984934,0.623870241492719,-36,0.0014446351931330472,-0.484377682403874,NA,NA,0.0,NA,NA,NA,750,-0.09464641,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",6.0905675904305845,2.0869708412385568e-06,0.008957942765734694,960.780002,0.01511,0.013388395309448242,0.0,0,0,0,858,-14.0,-20.966666666666644
978.7274992465973,19.99999999998181,837,-21.0,2.435693936250269,-1.6106798272813883,-0.7610288450271756,0.6487180412448872,55,-0.006288412017167382,-0.38665236051537316,NA,NA,0.0,NA,NA,NA,-599,0.21870477,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.932604951086329,3.9544125697655144e-05,0.04783177859720511,960.800002,0.01695,0.015368938446044922,0.0,1,0,0,837,-21.0,-9.916666666666686
978.7477021217346,20.000000000095497,820,-17.0,2.409616262856213,-1.3038836696965692,-0.7438549528658159,0.6683410873925041,115,-0.011387124463519313,-0.2549356223163793,NA,NA,0.0,NA,NA,NA,-2533,0.66758925,False,0.0," Step Response (State:idle, Speed:-0.5, Q:0.0)",5.806250534221142,0.00012966660354768,0.4456754030127321,960.820002,0.01576,0.014201164245605469,0.0,1,0,0,820,-17.0,-12.950000000000017
